country,year,min,max
Middle-income countries,2061,6071460560,12896451209
Middle-income countries,2066,6019969567,14697144082
Middle-income countries,2071,5964859104,16462101395
Middle-income countries,2076,5908328345,18373807685
Middle-income countries,2081,5853093585,20612624731
Middle-income countries,2086,5793259234,23337393270
Middle-income countries,2091,5730787175,26678241683
Middle-income countries,2096,5669755324,30406512232
Monaco,2021,36696,36696
Monaco,2026,35116,40161
Monaco,2031,33625,43972
Monaco,2036,32773,47525
Monaco,2041,31968,51707
Monaco,2046,31056,56522
Monaco,2051,30050,62704
Monaco,2056,28824,70994
Monaco,2061,27583,80924
Monaco,2066,26367,92871
Monaco,2071,25218,107366
Monaco,2076,24018,125526
Monaco,2081,22575,148479
Monaco,2086,20946,176324
Monaco,2091,19114,209192
Monaco,2096,17245,248304
Mongolia,2021,3347795,3347795
Mongolia,2026,3384650,4027549
Mongolia,2031,3386590,4668447
Mongolia,2036,3368265,5284736
Mongolia,2041,3360439,5966906
Mongolia,2046,3360400,6748704
Mongolia,2051,3345714,7988865
Mongolia,2056,3304343,9622621
Mongolia,2061,3226310,11583249
Mongolia,2066,3134875,13892836
Mongolia,2071,3055296,16349316
Mongolia,2076,2991326,19298350
Mongolia,2081,2927808,23074921
Mongolia,2086,2856067,27903245
Mongolia,2091,2771107,33920286
Mongolia,2096,2683902,40829894
Montenegro,2021,627871,627871
Montenegro,2026,600964,658515
Montenegro,2031,571170,683625
Montenegro,2036,541260,705022
Montenegro,2041,511101,722099
Montenegro,2046,481283,736519
Montenegro,2051,453018,771173
Montenegro,2056,425601,824457
Montenegro,2061,399193,894612
Montenegro,2066,374214,979161
Montenegro,2071,350653,1056954
Montenegro,2076,328861,1140889
Montenegro,2081,309028,1239915
Montenegro,2086,290738,1364517
Montenegro,2091,273756,1516950
Montenegro,2096,257769,1681247
Montserrat,2021,4425,4425
Montserrat,2026,3676,4528
Montserrat,2031,3088,4759
Montserrat,2036,2533,5102
Montserrat,2041,2019,5301
Montserrat,2046,1567,5317
Montserrat,2051,1173,5431
Montserrat,2056,839,5936
Montserrat,2061,576,6999
Montserrat,2066,399,8442
Montserrat,2071,278,9841
Montserrat,2076,188,11108
Montserrat,2081,120,12455
Montserrat,2086,70,14297
Montserrat,2091,42,17031
Montserrat,2096,26,20636
More developed regions,2021,1276116078,1276116078
More developed regions,2026,1236809929,1291678991
More developed regions,2031,1198019066,1305847825
More developed regions,2036,1159057118,1319710946
More developed regions,2041,1120007495,1333996342
More developed regions,2046,1080947945,1348403636
More developed regions,2051,1042400562,1378723271
More developed regions,2056,1003469904,1423844326
More developed regions,2061,963771889,1483152102
More developed regions,2066,924136005,1557867825
More developed regions,2071,884985890,1631287366
More developed regions,2076,847368098,1710308718
More developed regions,2081,811633702,1799351050
More developed regions,2086,777271315,1901360014
More developed regions,2091,743661727,2020892207
More developed regions,2096,710726390,2150927499
Morocco,2021,37076593,37076593
Morocco,2026,37428287,42292180
Morocco,2031,37569810,47190004
Morocco,2036,37567743,51883840
Morocco,2041,37461376,56470548
Morocco,2046,37221507,60865870
Morocco,2051,36897810,67887775
Morocco,2056,36461253,77375021
Morocco,2061,35921428,89206943
Morocco,2066,35357093,103296439
Morocco,2071,34776140,117035085
Morocco,2076,34206037,132112359
Morocco,2081,33649257,150137785
Morocco,2086,33088408,172707441
Morocco,2091,32529966,200899455
Morocco,2096,31978086,232550207
Mozambique,2021,32077082,32077082
Mozambique,2026,33648239,36605679
Mozambique,2031,35725294,42649257
Mozambique,2036,38167572,50426854
Mozambique,2041,40666576,60074311
Mozambique,2046,42913069,71275275
Mozambique,2051,44758369,83909422
Mozambique,2056,46389123,98701800
Mozambique,2061,48095037,116568074
Mozambique,2066,50040623,138723661
Mozambique,2071,52229125,166018319
Mozambique,2076,54385205,198392301
Mozambique,2081,56363722,236089737
Mozambique,2086,58205361,279993083
Mozambique,2091,60082902,332182166
Mozambique,2096,62192038,395509278
Myanmar,2021,53798096,53798096
Myanmar,2026,54111212,60199037
Myanmar,2031,54122668,66135517
Myanmar,2036,53851709,71648664
Myanmar,2041,53316511,76666037
Myanmar,2046,52478120,81213610
Myanmar,2051,51441879,88432847
Myanmar,2056,50269039,98305399
Myanmar,2061,48992573,110718063
Myanmar,2066,47718449,125374855
Myanmar,2071,46419773,139254147
Myanmar,2076,45115238,153952655
Myanmar,2081,43836794,171003712
Myanmar,2086,42586355,191928655
Myanmar,2091,41392102,217767295
Myanmar,2096,40255980,246422893
Namibia,2021,2530158,2530158
Namibia,2026,2730032,3097216
Namibia,2031,2914151,3798921
Namibia,2036,3076372,4622829
Namibia,2041,3216455,5568943
Namibia,2046,3350843,6637288
Namibia,2051,3489032,8003390
Namibia,2056,3619942,9790674
Namibia,2061,3734993,12114049
Namibia,2066,3838218,15098950
Namibia,2071,3929055,18577643
Namibia,2076,4011833,22696620
Namibia,2081,4094955,27708316
Namibia,2086,4179672,33992383
Namibia,2091,4264644,42084138
Namibia,2096,4343127,52219022
Nauru,2021,12521,12521
Nauru,2026,13465,16951
Nauru,2031,14516,23339
Nauru,2036,15685,32247
Nauru,2041,16678,44221
Nauru,2046,17320,59362
Nauru,2051,17705,79721
Nauru,2056,17897,107439
Nauru,2061,18004,145352
Nauru,2066,18040,198356
Nauru,2071,17904,269569
Nauru,2076,17577,364892
Nauru,2081,17100,492829
Nauru,2086,16484,665925
Nauru,2091,15841,905558
Nauru,2096,15245,1236556
Nepal,2021,30035000,30035000
Nepal,2026,30174870,34320444
Nepal,2031,30452842,38950121
Nepal,2036,30684851,43554860
Nepal,2041,30756495,47752350
Nepal,2046,30564165,51373894
Nepal,2051,30172991,56278000
Nepal,2056,29697229,63043974
Nepal,2061,29160776,71736052
Nepal,2066,28597591,82071375
Nepal,2071,27971601,92003223
Nepal,2076,27263599,102077106
Nepal,2081,26519358,113359367
Nepal,2086,25794181,127180820
Nepal,2091,25137380,144582860
Nepal,2096,24548418,164499862
Netherlands,2021,17501707,17501707
Netherlands,2026,17095359,18198227
Netherlands,2031,16677750,18925636
Netherlands,2036,16212313,19633685
Netherlands,2041,15699669,20300710
Netherlands,2046,15144233,20935897
Netherlands,2051,14574300,21966928
Netherlands,2056,14021862,23445966
Netherlands,2061,13504653,25392492
Netherlands,2066,13002737,27792278
Netherlands,2071,12496522,30186251
Netherlands,2076,11974140,32696027
Netherlands,2081,11450704,35499693
Netherlands,2086,10947340,38800982
Netherlands,2091,10476582,42805120
Netherlands,2096,10035336,47340223
New Caledonia,2021,287811,287811
New Caledonia,2026,291081,324585
New Caledonia,2031,293534,366288
New Caledonia,2036,294333,412351
New Caledonia,2041,293576,462471
New Caledonia,2046,290293,514052
New Caledonia,2051,286116,583340
New Caledonia,2056,281799,678387
New Caledonia,2061,277237,803994
New Caledonia,2066,273133,963156
New Caledonia,2071,268369,1133825
New Caledonia,2076,262952,1324762
New Caledonia,2081,257377,1548201
New Caledonia,2086,251649,1821215
New Caledonia,2091,246411,2169242
New Caledonia,2096,241647,2591690
New Zealand,2021,5129739,5129739
New Zealand,2026,5229244,5714845
New Zealand,2031,5292888,6373143
New Zealand,2036,5321855,7069739
New Zealand,2041,5317274,7781780
New Zealand,2046,5289273,8503813
New Zealand,2051,5257376,9457870
New Zealand,2056,5213114,10759015
New Zealand,2061,5158412,12486862
New Zealand,2066,5089866,14646495
New Zealand,2071,5003678,16924359
New Zealand,2076,4906672,19418319
New Zealand,2081,4798476,22280888
New Zealand,2086,4691566,25768711
New Zealand,2091,4585583,30205205
New Zealand,2096,4475066,35568491
Nicaragua,2021,6850551,6850551
Nicaragua,2026,7016340,8152340
Nicaragua,2031,7150505,9431374
Nicaragua,2036,7245058,10659123
Nicaragua,2041,7300009,11806942
Nicaragua,2046,7309964,12868644
Nicaragua,2051,7290496,14576201
Nicaragua,2056,7241581,16920994
Nicaragua,2061,7161805,19859755
Nicaragua,2066,7066209,23321825
Nicaragua,2071,6953988,26643333
Nicaragua,2076,6834331,30288393
Nicaragua,2081,6718936,34705672
Nicaragua,2086,6607583,40333996
Nicaragua,2091,6501632,47485513
Nicaragua,2096,6398822,55569177
Niger,2021,25252733,25252733
Niger,2026,27714871,28966389
Niger,2031,30920747,33612828
Niger,2036,34859833,39383016
Niger,2041,39621884,46476609
Niger,2046,45013337,55098449
Niger,2051,50404964,65180919
Niger,2056,55949457,77067704
Niger,2061,61814759,91270547
Niger,2066,68408489,108373134
Niger,2071,76353653,129271149
Niger,2076,85267992,154339059
Niger,2081,94894315,184099757
Niger,2086,105062654,219348837
Niger,2091,115896997,261232455
Niger,2096,128123429,311592600
Nigeria,2021,213401334,213401334
Nigeria,2026,232204950,241673679
Nigeria,2031,254768036,275184298
Nigeria,2036,281402845,314991199
Nigeria,2041,311809639,360920509
Nigeria,2046,344055425,411670169
Nigeria,2051,376020652,468017974
Nigeria,2056,408383161,531422016
Nigeria,2061,442422542,604532979
Nigeria,2066,480590878,690525577
Nigeria,2071,524282588,789344564
Nigeria,2076,571814829,901306296
Nigeria,2081,621816764,1026991266
Nigeria,2086,673727898,1168647513
Nigeria,2091,728845939,1331075830
Nigeria,2096,789825757,1518487161
Niue,2021,1946,1946
Niue,2026,1638,2028
Niue,2031,1372,2246
Niue,2036,1136,2633
Niue,2041,902,3087
Niue,2046,689,3507
Niue,2051,525,4029
Niue,2056,403,4805
Niue,2061,313,6023
Niue,2066,242,7823
Niue,2071,186,9963
Niue,2076,143,12342
Niue,2081,110,14937
Niue,2086,85,18067
Niue,2091,65,22385
Niue,2096,50,28390
No income group available,2021,28854431,28854431
No income group available,2026,27969241,32158385
No income group available,2031,26752328,35895513
No income group available,2036,25342002,40231838
No income group available,2041,23863435,45023108
No income group available,2046,22371545,49706044
No income group available,2051,20905250,55769434
No income group available,2056,19449405,63779092
No income group available,2061,18031797,74372540
No income group available,2066,16686865,88074480
No income group available,2071,15433427,102760212
No income group available,2076,14315377,119104273
No income group available,2081,13319611,137895019
No income group available,2086,12409231,160458984
No income group available,2091,11542449,188954391
No income group available,2096,10714707,223170573
North Macedonia,2021,2103340,2103340
North Macedonia,2026,1979680,2230873
North Macedonia,2031,1850384,2358811
North Macedonia,2036,1717269,2478169
North Macedonia,2041,1584669,2574574
North Macedonia,2046,1454761,2656067
North Macedonia,2051,1333408,2833246
North Macedonia,2056,1220636,3130191
North Macedonia,2061,1115023,3542311
North Macedonia,2066,1016977,4047476
North Macedonia,2071,925133,4511604
North Macedonia,2076,840754,4988338
North Macedonia,2081,765078,5535967
North Macedonia,2086,697614,6221286
North Macedonia,2091,637350,7113429
North Macedonia,2096,582644,8150613
Northern Africa,2021,255737749,255737749
Northern Africa,2026,268674823,295207549
Northern Africa,2031,280787542,334262613
Northern Africa,2036,292226163,374261150
Northern Africa,2041,303825278,417299176
Northern Africa,2046,314670520,463189587
Northern Africa,2051,324389129,525717348
Northern Africa,2056,332476152,603650301
Northern Africa,2061,338594099,696246276
Northern Africa,2066,344219860,805666935
Northern Africa,2071,349896330,920329506
Northern Africa,2076,355863574,1050600398
Northern Africa,2081,361900722,1205084133
Northern Africa,2086,367235806,1391023926
Northern Africa,2091,371805396,1615553874
Northern Africa,2096,375897828,1870267799
Northern Africa and Western Asia,2021,545470871,545470871
Northern Africa and Western Asia,2026,575054453,634051468
Northern Africa and Western Asia,2031,603714695,724377524
Northern Africa and Western Asia,2036,632222547,818491279
Northern Africa and Western Asia,2041,661265249,918537892
Northern Africa and Western Asia,2046,688910133,1024265219
Northern Africa and Western Asia,2051,714977538,1165189112
Northern Africa and Western Asia,2056,738550893,1341990795
Northern Africa and Western Asia,2061,759841750,1555768460
Northern Africa and Western Asia,2066,781925474,1811499162
Northern Africa and Western Asia,2071,805363775,2081908116
Northern Africa and Western Asia,2076,830118118,2387686422
Northern Africa and Western Asia,2081,855440431,2749211209
Northern Africa and Western Asia,2086,880255022,3186483054
Northern Africa and Western Asia,2091,904909923,3719570499
Northern Africa and Western Asia,2096,930005279,4332023629
NORTHERN AMERICA,2021,375278957,375278957
NORTHERN AMERICA,2026,375764186,401381873
NORTHERN AMERICA,2031,375516577,428571764
NORTHERN AMERICA,2036,374433891,456591210
NORTHERN AMERICA,2041,372641929,485477549
NORTHERN AMERICA,2046,370207291,514938009
NORTHERN AMERICA,2051,367518535,556423967
NORTHERN AMERICA,2056,364737515,611660021
NORTHERN AMERICA,2061,361944516,681593988
NORTHERN AMERICA,2066,359421245,766721696
NORTHERN AMERICA,2071,356736793,854774214
NORTHERN AMERICA,2076,353795854,950182298
NORTHERN AMERICA,2081,350660557,1059198121
NORTHERN AMERICA,2086,347385541,1188886619
NORTHERN AMERICA,2091,344268178,1346899465
NORTHERN AMERICA,2096,341381960,1526759003
Northern Europe,2021,106197366,106197366
Northern Europe,2026,104185215,108658101
Northern Europe,2031,102322374,111385781
Northern Europe,2036,100482815,114394866
Northern Europe,2041,98609812,117648265
Northern Europe,2046,96681018,121137712
Northern Europe,2051,94739048,126118740
Northern Europe,2056,92713248,132352415
Northern Europe,2061,90623615,139887885
Northern Europe,2066,88498456,148962501
Northern Europe,2071,86305715,158179565
Northern Europe,2076,84134199,168088979
Northern Europe,2081,82081362,179037549
Northern Europe,2086,80142242,191314727
Northern Europe,2091,78211366,205411543
Northern Europe,2096,76235436,220866241
Northern Mariana Islands,2021,49494,49494
Northern Mariana Islands,2026,50147,68577
Northern Mariana Islands,2031,50511,115646
Northern Mariana Islands,2036,51186,225091
Northern Mariana Islands,2041,51840,438200
Northern Mariana Islands,2046,50628,828559
Northern Mariana Islands,2051,48957,1575948
Northern Mariana Islands,2056,46083,3150336
Northern Mariana Islands,2061,43423,6806451
Northern Mariana Islands,2066,40706,15075103
Northern Mariana Islands,2071,37182,32284029
Northern Mariana Islands,2076,33949,65989092
Northern Mariana Islands,2081,30285,131582578
Northern Mariana Islands,2086,26716,266823654
Northern Mariana Islands,2091,23756,563118531
Northern Mariana Islands,2096,21291,1216351342
Norway,2021,5403033,5403033
Norway,2026,5383456,5723814
Norway,2031,5364810,6069820
Norway,2036,5327053,6425531
Norway,2041,5264125,6783410
Norway,2046,5178682,7132468
Norway,2051,5075278,7577004
Norway,2056,4952121,8133989
Norway,2061,4820871,8818553
Norway,2066,4686462,9640489
Norway,2071,4544257,10486445
Norway,2076,4394874,11380078
Norway,2081,4243948,12354364
Norway,2086,4100189,13460310
Norway,2091,3967252,14767967
Norway,2096,3842288,16255356
OCEANIA,2021,44491736,44491736
OCEANIA,2026,46257548,49292876
OCEANIA,2031,48051142,54506011
OCEANIA,2036,49843752,60091680
OCEANIA,2041,51604185,66038227
OCEANIA,2046,53324421,72434322
OCEANIA,2051,55024517,80602487
OCEANIA,2056,56643972,90796059
OCEANIA,2061,58153581,103225407
OCEANIA,2066,59545853,118091814
OCEANIA,2071,60829968,133920473
OCEANIA,2076,62036911,151494322
OCEANIA,2081,63196700,171680950
OCEANIA,2086,64341339,195538719
OCEANIA,2091,65468586,224285205
OCEANIA,2096,66578840,257546303
Oceania (excluding Australia and New Zealand),2021,13440921,13440921
Oceania (excluding Australia and New Zealand),2026,14018891,15409246
Oceania (excluding Australia and New Zealand),2031,14642634,17628476
Oceania (excluding Australia and New Zealand),2036,15275906,20079883
Oceania (excluding Australia and New Zealand),2041,15851710,22703326
Oceania (excluding Australia and New Zealand),2046,16330423,25448591
Oceania (excluding Australia and New Zealand),2051,16730733,28883361
Oceania (excluding Australia and New Zealand),2056,17098371,33185272
Oceania (excluding Australia and New Zealand),2061,17479947,38501327
Oceania (excluding Australia and New Zealand),2066,17896661,44905030
Oceania (excluding Australia and New Zealand),2071,18307704,51766280
Oceania (excluding Australia and New Zealand),2076,18685321,59383098
Oceania (excluding Australia and New Zealand),2081,19022617,68102699
Oceania (excluding Australia and New Zealand),2086,19337642,78398345
Oceania (excluding Australia and New Zealand),2091,19665204,90897261
Oceania (excluding Australia and New Zealand),2096,20023375,105501134
Oman,2021,4520481,4520481
Oman,2026,4827839,6321970
Oman,2031,5126710,8473167
Oman,2036,5342039,11018922
Oman,2041,5459939,14071965
Oman,2046,5544102,17905618
Oman,2051,5684459,23448790
Oman,2056,5845284,30700124
Oman,2061,5952187,39804941
Oman,2066,6004417,51579533
Oman,2071,6066010,65734988
Oman,2076,6160689,83303597
Oman,2081,6291269,106657629
Oman,2086,6437868,137930822
Oman,2091,6575335,179296674
Oman,2096,6691814,232482020
Pakistan,2021,231402129,231402129
Pakistan,2026,249180303,272102935
Pakistan,2031,268286942,322060142
Pakistan,2036,288456901,381023824
Pakistan,2041,309002209,447573681
Pakistan,2046,328696485,518160443
Pakistan,2051,347459215,601917460
Pakistan,2056,365392150,705171419
Pakistan,2061,382831108,834436534
Pakistan,2066,400955245,996331182
Pakistan,2071,419439665,1180001036
Pakistan,2076,437608918,1388625839
Pakistan,2081,455335917,1629374638
Pakistan,2086,472684152,1915210488
Pakistan,2091,490415147,2267369677
Pakistan,2096,509031141,2693422896
Palau,2021,18032,18032
Palau,2026,17740,21542
Palau,2031,17242,25806
Palau,2036,16526,30492
Palau,2041,15518,35082
Palau,2046,14246,39321
Palau,2051,12974,46115
Palau,2056,11719,57370
Palau,2061,10603,74757
Palau,2066,9583,98309
Palau,2071,8560,123505
Palau,2076,7597,151701
Palau,2081,6690,186304
Palau,2086,5877,233837
Palau,2091,5200,303022
Palau,2096,4620,394540
Panama,2021,4351278,4351278
Panama,2026,4505339,5037803
Panama,2031,4642900,5742280
Panama,2036,4764807,6465845
Panama,2041,4874224,7208879
Panama,2046,4966378,7952665
Panama,2051,5045565,9017858
Panama,2056,5111060,10434499
Panama,2061,5161889,12219282
Panama,2066,5204050,14395227
Panama,2071,5238609,16630133
Panama,2076,5268622,19135092
Panama,2081,5296016,22123368
Panama,2086,5320508,25811681
Panama,2091,5343023,30452380
Panama,2096,5363794,35872266
Papua New Guinea,2021,9949449,9949449
Papua New Guinea,2026,10341873,11451528
Papua New Guinea,2031,10797807,13204002
Papua New Guinea,2036,11261886,15246936
Papua New Guinea,2041,11649552,17565688
Papua New Guinea,2046,11926541,20146762
Papua New Guinea,2051,12108757,23325790
Papua New Guinea,2056,12254921,27257255
Papua New Guinea,2061,12420455,32092741
Papua New Guinea,2066,12611540,38009084
Papua New Guinea,2071,12794564,44688050
Papua New Guinea,2076,12940193,52354760
Papua New Guinea,2081,13039701,61335451
Papua New Guinea,2086,13112406,72071949
Papua New Guinea,2091,13187729,85054514
Papua New Guinea,2096,13281975,100497982
Paraguay,2021,6703807,6703807
Paraguay,2026,6948987,7913209
Paraguay,2031,7154142,9105685
Paraguay,2036,7295960,10231982
Paraguay,2041,7371123,11245603
Paraguay,2046,7391887,12162396
Paraguay,2051,7378791,13570116
Paraguay,2056,7339868,15501608
Paraguay,2061,7269276,17928718
Paraguay,2066,7158457,20771525
Paraguay,2071,7009007,23465116
Paraguay,2076,6833879,26350670
Paraguay,2081,6651386,29773058
Paraguay,2086,6476201,34072502
Paraguay,2091,6310508,39518784
Paraguay,2096,6149969,45714012
Peru,2021,33715483,33715483
Peru,2026,34400660,39577469
Peru,2031,34934225,45634393
Peru,2036,35313567,51850504
Peru,2041,35511342,57907467
Peru,2046,35502051,63725390
Peru,2051,35333521,72121281
Peru,2056,35003355,83558457
Peru,2061,34577337,98417925
Peru,2066,34112146,116635704
Peru,2071,33591314,135004072
Peru,2076,33020253,155180077
Peru,2081,32408836,179028615
Peru,2086,31796104,208907901
Peru,2091,31216188,247296343
Peru,2096,30673754,292614764
Philippines,2021,113880337,113880337
Philippines,2026,119791268,137021822
Philippines,2031,125736083,162982226
Philippines,2036,131511250,192407680
Philippines,2041,136499486,224128328
Philippines,2046,140613177,257700957
Philippines,2051,144438298,304962867
Philippines,2056,148152702,369008770
Philippines,2061,152020871,453024799
Philippines,2066,156130042,558895737
Philippines,2071,159935927,674413169
Philippines,2076,163463079,808927499
Philippines,2081,166791995,973447505
Philippines,2086,170194052,1182657181
Philippines,2091,173979051,1454150823
Philippines,2096,178053291,1785419913
Poland,2021,38307735,38307735
Poland,2026,36256662,39287818
Poland,2031,34124473,39812892
Poland,2036,32004937,40235377
Poland,2041,29892902,40463582
Poland,2046,27894094,40695335
Poland,2051,25993766,42044949
Poland,2056,24104004,44220279
Poland,2061,22232742,47163418
Poland,2066,20407538,50727079
Poland,2071,18715531,53905959
Poland,2076,17206159,57448407
Poland,2081,15878420,61695229
Poland,2086,14684570,66916669
Poland,2091,13564855,73280122
Poland,2096,12503010,80107896
Polynesia,2021,717479,717479
Polynesia,2026,715482,811968
Polynesia,2031,709409,903397
Polynesia,2036,700242,991953
Polynesia,2041,687354,1071534
Polynesia,2046,671422,1140386
Polynesia,2051,654373,1252145
Polynesia,2056,636192,1407456
Polynesia,2061,617171,1606198
Polynesia,2066,597414,1842867
Polynesia,2071,576496,2064640
Polynesia,2076,555071,2300426
Polynesia,2081,533631,2574006
Polynesia,2086,512729,2911154
Polynesia,2091,492616,3335468
Polynesia,2096,473183,3813128
Portugal,2021,10290113,10290113
Portugal,2026,9517023,10161374
Portugal,2031,8796698,10059077
Portugal,2036,8100292,9977936
Portugal,2041,7398967,9863800
Portugal,2046,6694035,9705035
Portugal,2051,6006011,9659620
Portugal,2056,5353542,9775454
Portugal,2061,4743433,10082504
Portugal,2066,4190737,10546456
Portugal,2071,3696753,10984125
Portugal,2076,3265105,11457620
Portugal,2081,2885179,11995694
Portugal,2086,2551414,12650798
Portugal,2091,2264910,13484523
Portugal,2096,2017831,14434704
Puerto Rico,2021,3256039,3256039
Puerto Rico,2026,3002349,3460567
Puerto Rico,2031,2746515,3632975
Puerto Rico,2036,2488156,3759520
Puerto Rico,2041,2229362,3797968
Puerto Rico,2046,1972926,3745143
Puerto Rico,2051,1732186,3821905
Puerto Rico,2056,1509288,4056248
Puerto Rico,2061,1306275,4449946
Puerto Rico,2066,1125764,4959794
Puerto Rico,2071,963505,5354382
Puerto Rico,2076,819939,5722178
Puerto Rico,2081,694892,6152385
Puerto Rico,2086,588174,6744511
Puerto Rico,2091,497994,7581575
Puerto Rico,2096,422860,8545709
Qatar,2021,2688248,2688248
Qatar,2026,3528241,5249990
Qatar,2031,4572210,10422028
Qatar,2036,5827412,23302574
Qatar,2041,7233765,58274559
Qatar,2046,8801814,140857887
Qatar,2051,10380086,295154216
Qatar,2056,11689697,565202205
Qatar,2061,12595583,1039981385
Qatar,2066,13386984,1648695937
Qatar,2071,14725638,2632229808
Qatar,2076,16438600,4079546062
Qatar,2081,18306934,6293839178
Qatar,2086,20554998,9781145187
Qatar,2091,23318014,15207781293
Qatar,2096,26404705,23482448370
Republic of Korea,2021,51830149,51830149
Republic of Korea,2026,47467307,55173135
Republic of Korea,2031,43260057,57954711
Republic of Korea,2036,39228768,60287063
Republic of Korea,2041,35317960,61925324
Republic of Korea,2046,31498558,62741852
Republic of Korea,2051,27910744,66861130
Republic of Korea,2056,24672952,74526955
Republic of Korea,2061,21719279,85750624
Republic of Korea,2066,19101979,100052378
Republic of Korea,2071,16799306,112423639
Republic of Korea,2076,14727279,125624350
Republic of Korea,2081,12911062,141729894
Republic of Korea,2086,11352024,162785575
Republic of Korea,2091,9996039,191188014
Republic of Korea,2096,8815120,224086053
Republic of Moldova,2021,3061516,3061516
Republic of Moldova,2026,2868698,3188184
Republic of Moldova,2031,2656258,3315324
Republic of Moldova,2036,2434575,3436949
Republic of Moldova,2041,2220285,3587337
Republic of Moldova,2046,2019944,3806962
Republic of Moldova,2051,1829820,4148813
Republic of Moldova,2056,1646993,4598774
Republic of Moldova,2061,1468272,5141127
Republic of Moldova,2066,1301324,5770166
Republic of Moldova,2071,1148596,6435300
Republic of Moldova,2076,1014261,7204956
Republic of Moldova,2081,897397,8140812
Republic of Moldova,2086,794723,9276057
Republic of Moldova,2091,702323,10601239
Republic of Moldova,2096,618906,12075614
Réunion,2021,966141,966141
Réunion,2026,970241,1081918
Réunion,2031,971047,1216215
Réunion,2036,968272,1367198
Réunion,2041,959682,1526155
Réunion,2046,944511,1681424
Réunion,2051,926582,1904658
Réunion,2056,909262,2223236
Réunion,2061,893411,2651493
Réunion,2066,879629,3198510
Réunion,2071,866088,3776731
Réunion,2076,851069,4423935
Réunion,2081,835288,5191967
Réunion,2086,817873,6151707
Réunion,2091,800958,7397835
Réunion,2096,784859,8909001
Romania,2021,19328568,19328568
Romania,2026,18011263,19220827
Romania,2031,16835952,19234039
Romania,2036,15699899,19282815
Romania,2041,14594240,19376138
Romania,2046,13455225,19464620
Romania,2051,12337735,19839832
Romania,2056,11192744,20532570
Romania,2061,10116615,21501330
Romania,2066,9103592,22685791
Romania,2071,8215621,23917239
Romania,2076,7411998,25299124
Romania,2081,6696536,26888275
Romania,2086,6045931,28754259
Romania,2091,5447450,30919757
Romania,2096,4893665,33220749
Russian Federation,2021,145102767,145102767
Russian Federation,2026,137994746,149165629
Russian Federation,2031,130502232,151081047
Russian Federation,2036,122198429,152592998
Russian Federation,2041,114004844,155164033
Russian Federation,2046,105915250,158464028
Russian Federation,2051,98078786,164924982
Russian Federation,2056,90209406,173835207
Russian Federation,2061,82154674,184173447
Russian Federation,2066,74299432,196724288
Russian Federation,2071,67062054,209231875
Russian Federation,2076,60590463,223787557
Russian Federation,2081,54946515,241084819
Russian Federation,2086,49802601,260838993
Russian Federation,2091,44886928,283224060
Russian Federation,2096,40244276,306953539
Rwanda,2021,13461898,13461898
Rwanda,2026,12773698,16620000
Rwanda,2031,12031664,20698475
Rwanda,2036,11272349,26057185
Rwanda,2041,10346400,32875273
Rwanda,2046,9359598,41716353
Rwanda,2051,8427970,53846065
Rwanda,2056,7604528,70836948
Rwanda,2061,6891377,93769215
Rwanda,2066,6185268,124735432
Rwanda,2071,5532666,163861911
Rwanda,2076,4939126,214774640
Rwanda,2081,4466441,282582964
Rwanda,2086,4051496,374385346
Rwanda,2091,3511523,498230247
Rwanda,2096,3190475,662018630
Saint Barthélemy,2021,10875,10875
Saint Barthélemy,2026,11098,13105
Saint Barthélemy,2031,11208,16101
Saint Barthélemy,2036,11056,19988
Saint Barthélemy,2041,10725,24641
Saint Barthélemy,2046,10101,30767
Saint Barthélemy,2051,9319,39897
Saint Barthélemy,2056,8419,53605
Saint Barthélemy,2061,7568,73301
Saint Barthélemy,2066,6894,100461
Saint Barthélemy,2071,6248,135139
Saint Barthélemy,2076,5574,181600
Saint Barthélemy,2081,4800,247220
Saint Barthélemy,2086,4112,343727
Saint Barthélemy,2091,3617,484184
Saint Barthélemy,2096,3233,680166
Saint Helena,2021,5416,5416
Saint Helena,2026,4971,5787
Saint Helena,2031,4499,6085
Saint Helena,2036,3987,6300
Saint Helena,2041,3508,6464
Saint Helena,2046,3050,6593
Saint Helena,2051,2605,6924
Saint Helena,2056,2205,7583
Saint Helena,2061,1827,8600
Saint Helena,2066,1495,9941
Saint Helena,2071,1227,11198
Saint Helena,2076,1007,12578
Saint Helena,2081,831,14209
Saint Helena,2086,689,16315
Saint Helena,2091,577,19198
Saint Helena,2096,482,22731
Saint Kitts and Nevis,2021,47615,47615
Saint Kitts and Nevis,2026,41996,55155
Saint Kitts and Nevis,2031,36643,61340
Saint Kitts and Nevis,2036,31352,65962
Saint Kitts and Nevis,2041,26230,67910
Saint Kitts and Nevis,2046,21553,67619
Saint Kitts and Nevis,2051,17472,72574
Saint Kitts and Nevis,2056,13995,82984
Saint Kitts and Nevis,2061,11055,97959
Saint Kitts and Nevis,2066,8582,115211
Saint Kitts and Nevis,2071,6549,127557
Saint Kitts and Nevis,2076,4972,139674
Saint Kitts and Nevis,2081,3787,155524
Saint Kitts and Nevis,2086,2937,178932
Saint Kitts and Nevis,2091,2297,212224
Saint Kitts and Nevis,2096,1811,248866
Saint Lucia,2021,179661,179661
Saint Lucia,2026,166039,212110
Saint Lucia,2031,153324,241987
Saint Lucia,2036,140135,266634
