area,sex,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
Afghanistan,Female,1950,629.82,469.88,409.13,356.99,307.61,263.07,224.27,190.57,161.41,136.51,113.78,92.15,70.18,48.24,28.02,12.38,3.56,0.59,0.05,0.00,0.00
Afghanistan,Male,1950,618.46,496.33,445.23,400.13,360.77,309.90,266.59,228.53,193.54,170.34,141.78,119.46,91.02,62.47,36.30,16.00,4.59,0.76,0.07,0.00,0.00
Afghanistan,Female,1951,628.36,485.21,415.68,363.55,313.11,267.57,227.78,193.33,163.57,138.28,114.98,93.10,70.71,48.84,28.55,12.80,3.82,0.66,0.05,0.00,0.00
Afghanistan,Male,1951,618.50,506.59,451.12,405.07,364.96,315.25,270.27,231.39,194.80,170.37,141.94,118.87,91.11,62.63,36.66,16.34,4.85,0.83,0.06,0.00,0.00
Afghanistan,Female,1952,627.30,501.79,422.07,370.66,318.76,272.16,231.36,196.14,165.78,140.05,116.25,94.05,71.33,49.40,29.10,13.22,4.06,0.71,0.06,0.00,0.00
Afghanistan,Male,1952,620.92,516.21,456.79,410.75,368.37,321.01,273.96,234.18,196.77,169.90,142.70,117.90,91.38,62.74,37.02,16.68,5.08,0.87,0.07,0.01,0.00
Afghanistan,Female,1953,627.43,517.42,429.05,377.63,324.37,276.68,234.92,198.91,167.96,141.75,117.55,94.94,72.06,49.94,29.68,13.63,4.29,0.77,0.07,0.00,0.00
Afghanistan,Male,1953,627.30,522.53,462.65,416.68,371.17,326.59,277.65,236.85,199.17,169.19,143.68,116.79,91.72,62.86,37.38,17.02,5.28,0.93,0.08,0.01,0.00
Afghanistan,Female,1954,630.92,529.39,438.07,383.91,329.93,281.22,238.56,201.71,170.17,143.45,118.91,95.83,72.87,50.46,30.25,14.01,4.51,0.84,0.08,0.01,0.00
Afghanistan,Male,1954,636.90,526.20,469.59,422.31,374.16,331.46,281.63,239.58,201.64,168.90,144.39,115.98,91.87,63.02,37.70,17.33,5.46,0.99,0.09,0.01,0.00
Afghanistan,Female,1955,641.28,534.50,449.90,389.87,335.53,285.96,242.43,204.70,172.52,145.26,120.40,96.80,73.75,51.00,30.81,14.40,4.72,0.92,0.10,0.00,0.00
Afghanistan,Male,1955,649.85,527.92,478.02,427.68,377.80,335.70,286.03,242.65,204.14,169.36,144.77,115.69,91.80,63.24,38.00,17.63,5.63,1.07,0.10,0.00,0.00
Afghanistan,Female,1956,656.47,534.75,464.13,395.76,341.47,290.94,246.51,207.87,175.01,147.20,121.98,97.89,74.67,51.62,31.38,14.79,4.94,1.00,0.11,0.00,0.00
Afghanistan,Male,1956,665.87,528.46,487.34,432.84,382.15,339.40,290.84,245.95,206.70,170.52,144.87,115.93,91.51,63.57,38.28,17.93,5.81,1.14,0.11,0.00,0.00
Afghanistan,Female,1957,672.23,534.49,479.72,401.64,348.06,296.17,250.76,211.19,177.62,149.24,123.61,99.08,75.61,52.32,31.93,15.21,5.16,1.07,0.12,0.01,0.00
Afghanistan,Male,1957,682.52,530.87,496.22,437.95,387.33,342.48,296.14,249.35,209.30,172.37,144.60,116.72,90.96,64.03,38.55,18.24,5.99,1.21,0.12,0.01,0.00
Afghanistan,Female,1958,688.03,534.86,494.44,408.13,354.55,301.39,254.97,214.52,180.22,151.28,125.21,100.31,76.56,53.11,32.48,15.64,5.38,1.15,0.13,0.01,0.00
Afghanistan,Male,1958,699.25,536.81,501.97,443.30,392.78,345.06,301.31,252.80,211.82,174.63,144.17,117.70,90.38,64.55,38.83,18.55,6.17,1.27,0.13,0.01,0.00
Afghanistan,Female,1959,704.83,538.72,506.12,416.95,360.71,306.86,259.44,218.13,183.01,153.49,126.92,101.69,77.54,53.96,33.02,16.08,5.59,1.22,0.14,0.01,0.00
Afghanistan,Male,1959,716.98,546.26,505.63,450.09,398.33,348.14,306.11,256.76,214.61,177.13,144.25,118.58,90.09,64.95,39.17,18.87,6.35,1.33,0.14,0.01,0.00
Afghanistan,Female,1960,723.44,549.71,511.90,429.04,367.07,312.77,264.46,222.24,186.23,156.03,128.91,103.31,78.57,54.87,33.59,16.52,5.81,1.30,0.16,0.01,0.00
Afghanistan,Male,1960,736.52,559.61,508.11,458.95,404.16,352.30,310.76,261.46,218.00,179.90,145.19,119.36,90.19,65.21,39.54,19.17,6.54,1.39,0.16,0.01,0.00
Afghanistan,Female,1961,743.20,565.49,513.29,443.64,373.56,319.18,269.85,226.68,189.71,158.78,131.06,105.08,79.70,55.81,34.19,16.96,6.03,1.38,0.18,0.01,0.00
Afghanistan,Male,1961,757.21,576.18,509.71,468.92,410.04,357.34,315.09,266.70,221.73,182.85,146.79,119.97,90.71,65.30,39.99,19.47,6.72,1.46,0.17,0.01,0.00
Afghanistan,Female,1962,763.98,582.05,514.36,459.75,380.20,326.34,275.58,231.35,193.41,161.71,133.37,106.92,80.95,56.75,34.85,17.39,6.27,1.46,0.19,0.01,0.00
Afghanistan,Male,1962,778.96,593.66,513.29,478.65,416.03,363.30,318.98,272.51,225.66,185.90,149.06,120.33,91.70,65.21,40.52,19.77,6.92,1.52,0.18,0.01,0.00
Afghanistan,Female,1963,785.74,599.23,516.44,475.47,387.77,333.71,281.56,236.22,197.30,164.77,135.80,108.83,82.33,57.70,35.57,17.82,6.51,1.54,0.21,0.01,0.00
Afghanistan,Male,1963,801.69,611.79,520.74,485.78,422.64,369.84,322.68,278.44,229.81,189.04,151.79,120.64,92.93,65.09,41.08,20.07,7.11,1.59,0.20,0.01,0.00
Afghanistan,Female,1964,808.48,617.15,521.71,488.15,397.45,340.66,287.68,241.25,201.37,167.96,138.33,110.80,83.85,58.67,36.33,18.24,6.75,1.61,0.23,0.02,0.00
Afghanistan,Male,1964,825.47,630.65,531.41,490.74,430.49,376.34,326.73,283.95,234.37,192.36,154.67,121.32,94.08,65.16,41.55,20.39,7.30,1.65,0.21,0.01,0.00
Afghanistan,Female,1965,832.20,635.97,533.24,494.58,409.76,347.40,293.89,246.50,205.68,171.33,141.00,112.88,85.48,59.68,37.12,18.68,7.00,1.70,0.24,0.02,0.00
Afghanistan,Male,1965,850.35,650.39,545.26,493.94,439.78,382.65,331.39,288.98,239.31,195.98,157.61,122.56,95.04,65.51,41.91,20.72,7.48,1.72,0.22,0.01,0.00
Afghanistan,Female,1966,856.70,655.32,549.02,496.39,424.20,354.00,300.34,251.92,210.13,174.83,143.76,115.03,87.19,60.76,37.93,19.15,7.24,1.78,0.26,0.02,0.00
Afghanistan,Male,1966,876.02,670.69,561.84,495.91,449.81,388.72,336.61,293.48,244.57,199.76,160.57,124.26,95.82,66.15,42.16,21.10,7.67,1.79,0.23,0.02,0.00
Afghanistan,Female,1967,882.20,675.33,565.33,497.66,439.89,360.59,307.37,257.55,214.72,178.45,146.60,117.26,88.97,61.94,38.75,19.65,7.49,1.87,0.28,0.02,0.00
Afghanistan,Male,1967,902.64,691.62,579.05,499.57,459.39,394.71,342.55,297.44,250.24,203.61,163.55,126.45,96.38,67.13,42.28,21.51,7.85,1.86,0.25,0.02,0.00
Afghanistan,Female,1968,908.75,696.22,582.24,499.91,455.21,368.06,314.60,263.41,219.48,182.23,149.57,119.59,90.79,63.23,39.58,20.18,7.74,1.96,0.30,0.02,0.00
Afghanistan,Male,1968,930.33,713.46,596.90,506.97,466.46,401.28,349.01,301.21,256.02,207.68,166.61,129.04,96.90,68.28,42.39,21.94,8.03,1.93,0.26,0.02,0.00
Afghanistan,Female,1969,936.08,717.90,599.72,505.13,467.52,377.44,321.36,269.35,224.35,186.16,152.63,122.00,92.67,64.63,40.43,20.75,7.99,2.06,0.32,0.03,0.00
Afghanistan,Male,1969,958.88,736.12,615.30,517.38,471.33,408.92,355.36,305.23,261.36,212.05,169.79,131.72,97.72,69.37,42.63,22.32,8.22,2.00,0.27,0.02,0.00
Afghanistan,Female,1970,964.36,740.44,617.99,516.31,473.76,389.29,327.88,275.33,229.40,190.28,155.84,124.51,94.63,66.12,41.32,21.34,8.25,2.15,0.34,0.03,0.00
Afghanistan,Male,1970,988.43,759.72,634.48,530.80,474.44,417.88,361.48,309.78,266.21,216.76,173.22,134.44,98.96,70.31,43.06,22.63,8.43,2.07,0.29,0.02,0.00
Afghanistan,Female,1971,992.93,763.38,636.47,531.33,475.35,402.96,334.11,281.42,234.49,194.44,159.09,127.05,96.65,67.69,42.27,21.94,8.53,2.25,0.36,0.03,0.00
Afghanistan,Male,1971,1018.31,783.69,653.86,546.59,476.14,427.32,367.19,314.71,270.45,221.66,176.70,137.11,100.59,71.12,43.69,22.89,8.65,2.14,0.30,0.02,0.00
Afghanistan,Female,1972,1022.06,787.10,655.45,546.78,476.34,417.76,340.28,288.00,239.74,198.69,162.42,129.64,98.76,69.32,43.30,22.56,8.82,2.35,0.38,0.03,0.00
Afghanistan,Male,1972,1048.81,808.44,673.72,562.90,479.38,436.26,372.76,320.24,274.15,226.88,180.22,139.79,102.61,71.78,44.53,23.08,8.89,2.21,0.32,0.02,0.00
Afghanistan,Female,1973,1052.65,812.20,675.60,563.06,478.54,432.40,347.45,294.90,245.34,203.21,165.99,132.41,100.93,70.99,44.41,23.19,9.14,2.46,0.40,0.04,0.00
Afghanistan,Male,1973,1080.93,834.61,694.76,580.08,486.46,443.03,379.06,326.43,277.81,232.33,184.03,142.60,104.93,72.41,45.49,23.27,9.13,2.28,0.33,0.03,0.00
Afghanistan,Female,1974,1083.87,837.77,696.21,579.65,483.39,443.99,356.29,301.26,250.90,207.75,169.63,135.22,103.11,72.68,45.57,23.83,9.47,2.56,0.43,0.04,0.00
Afghanistan,Male,1974,1113.81,861.26,716.31,597.55,496.24,447.52,386.24,332.39,281.61,237.29,188.06,145.48,107.28,73.24,46.38,23.54,9.35,2.36,0.35,0.03,0.00
Afghanistan,Female,1975,1114.53,862.79,716.40,595.96,493.08,449.00,366.81,306.84,256.06,212.08,173.14,137.92,105.22,74.31,46.73,24.45,9.79,2.67,0.45,0.04,0.00
Afghanistan,Male,1975,1146.16,887.39,737.47,614.68,508.01,449.56,393.98,337.55,285.41,241.40,192.06,148.33,109.50,74.29,47.10,23.88,9.53,2.43,0.36,0.03,0.00
Afghanistan,Female,1976,1143.28,886.37,735.49,611.23,505.42,448.70,378.31,311.54,260.80,216.03,176.33,140.37,107.17,75.84,47.85,25.05,10.10,2.77,0.48,0.05,0.00
Afghanistan,Male,1976,1176.51,912.10,757.48,630.75,521.02,449.39,401.39,341.66,288.99,244.48,195.85,150.94,111.52,75.49,47.65,24.28,9.67,2.51,0.38,0.03,0.00
Afghanistan,Female,1977,1171.66,909.39,754.40,626.22,517.53,447.40,390.38,315.82,265.69,219.87,179.39,142.73,108.94,77.24,48.88,25.63,10.39,2.87,0.50,0.05,0.00
Afghanistan,Male,1977,1206.45,936.37,777.29,646.51,533.88,450.25,407.86,345.28,292.83,246.80,199.73,153.42,113.31,76.81,47.99,24.76,9.77,2.59,0.39,0.03,0.00
Afghanistan,Female,1978,1198.84,931.80,773.17,641.13,529.42,446.51,401.48,320.44,270.34,223.55,182.31,144.98,110.45,78.40,49.73,26.14,10.63,2.96,0.52,0.05,0.00
Afghanistan,Male,1978,1235.16,960.19,796.91,661.87,545.94,453.46,411.09,348.65,296.48,248.45,203.23,155.69,114.72,78.01,48.10,25.16,9.82,2.66,0.41,0.03,0.00
Afghanistan,Female,1979,1205.98,940.11,780.55,646.73,533.56,441.52,403.51,321.76,270.32,223.73,182.38,144.97,110.19,78.21,49.66,26.14,10.65,2.99,0.53,0.05,0.00
Afghanistan,Male,1979,1243.13,969.66,804.74,667.11,548.70,451.25,405.20,346.89,294.87,246.02,202.77,155.41,114.14,77.76,47.41,24.97,9.69,2.66,0.41,0.04,0.00
Afghanistan,Female,1980,1161.38,908.91,755.24,625.39,515.55,423.35,382.94,311.47,258.59,214.38,174.80,138.90,105.28,74.64,47.41,24.99,10.19,2.89,0.51,0.05,0.00
Afghanistan,Male,1980,1197.63,938.42,778.88,644.48,528.14,431.98,380.35,331.20,280.31,233.44,193.12,148.58,108.69,74.04,44.82,23.58,9.16,2.53,0.39,0.04,0.00
Afghanistan,Female,1981,1038.76,816.24,678.98,562.10,462.92,380.07,333.77,281.57,229.55,190.93,155.65,123.65,93.47,66.14,42.04,22.18,9.05,2.59,0.46,0.05,0.00
Afghanistan,Male,1981,1071.68,843.60,700.56,578.90,472.51,385.84,330.20,294.00,247.07,205.96,170.34,132.08,96.16,65.40,39.47,20.60,8.07,2.22,0.35,0.03,0.00
Afghanistan,Female,1982,939.47,742.14,618.32,512.17,421.28,345.62,294.23,258.46,206.26,172.50,140.38,111.44,84.05,59.23,37.64,19.86,8.11,2.34,0.42,0.05,0.00
Afghanistan,Male,1982,969.83,767.79,638.36,526.85,427.75,348.33,290.87,263.20,219.99,184.09,151.43,118.83,85.98,58.27,35.19,18.07,7.18,1.95,0.32,0.03,0.00
Afghanistan,Female,1983,926.37,735.29,613.98,509.16,418.42,342.93,284.78,257.58,203.02,169.99,138.20,109.61,82.50,57.84,36.69,19.33,7.90,2.29,0.42,0.04,0.00
Afghanistan,Male,1983,956.87,761.29,634.34,522.93,422.15,342.48,282.54,254.70,214.06,179.65,146.76,116.37,83.84,56.51,34.20,17.25,6.95,1.87,0.32,0.03,0.00
Afghanistan,Female,1984,952.63,759.81,637.04,528.98,434.43,355.66,290.62,265.47,210.09,174.50,142.02,112.53,84.50,58.88,37.17,19.51,7.97,2.32,0.43,0.05,0.00
Afghanistan,Male,1984,984.47,787.26,658.59,541.79,434.12,350.46,287.27,255.68,217.68,182.36,148.38,118.20,85.14,57.00,34.42,17.15,6.92,1.86,0.32,0.03,0.00
Afghanistan,Female,1985,976.81,782.27,659.59,548.56,450.28,368.31,300.20,268.67,218.20,178.52,145.45,115.19,86.30,59.70,37.40,19.49,7.97,2.32,0.43,0.05,0.00
Afghanistan,Male,1985,1009.86,811.26,682.29,559.80,444.33,356.53,291.73,254.40,220.76,183.89,149.43,119.02,85.97,57.12,34.29,16.91,6.79,1.84,0.31,0.03,0.00
Afghanistan,Female,1986,973.99,777.47,659.25,549.54,451.11,368.58,301.06,260.85,219.93,176.55,144.24,114.16,85.49,58.86,36.66,19.03,7.77,2.26,0.42,0.05,0.00
Afghanistan,Male,1986,1007.47,806.96,682.59,560.37,442.00,351.95,288.12,244.59,216.98,179.53,146.09,116.10,84.45,55.76,33.29,16.35,6.48,1.77,0.30,0.03,0.00
Afghanistan,Female,1987,968.99,765.60,652.76,545.52,448.28,365.87,298.51,251.84,220.12,173.28,142.31,112.46,84.29,57.95,35.94,18.66,7.60,2.22,0.42,0.05,0.00
Afghanistan,Male,1987,1002.93,795.08,676.63,557.19,438.71,346.42,282.66,235.45,211.55,174.39,142.51,112.64,82.93,54.45,32.39,15.94,6.20,1.72,0.29,0.03,0.00
Afghanistan,Female,1988,983.73,766.65,656.34,550.19,452.83,369.35,301.06,248.01,223.01,173.59,142.71,112.76,84.61,58.21,36.00,18.72,7.60,2.22,0.42,0.05,0.00
Afghanistan,Male,1988,1019.06,796.38,681.05,563.40,444.18,348.00,282.59,233.00,208.21,172.87,141.73,111.37,82.94,54.36,32.21,15.94,6.09,1.72,0.29,0.03,0.00
Afghanistan,Female,1989,1022.13,784.55,672.38,565.87,466.54,380.46,309.85,251.43,228.07,178.68,145.70,115.43,86.76,59.87,37.00,19.30,7.83,2.29,0.43,0.05,0.00
Afghanistan,Male,1989,1060.06,814.95,698.32,581.31,460.10,358.30,289.13,236.86,208.83,175.84,143.97,112.93,84.63,55.75,32.94,16.37,6.21,1.75,0.29,0.03,0.00
Afghanistan,Female,1990,1035.07,784.95,670.38,566.68,468.06,381.73,310.73,251.88,223.21,180.23,144.78,115.01,86.62,59.98,37.06,19.38,7.87,2.31,0.44,0.05,0.00
Afghanistan,Male,1990,1074.83,815.28,696.78,583.71,464.31,360.15,288.56,235.72,203.24,174.69,142.29,111.73,83.92,55.72,32.86,16.36,6.19,1.73,0.29,0.03,0.00
Afghanistan,Female,1991,1050.02,791.14,668.95,568.03,470.38,383.84,312.19,253.80,217.45,182.78,144.10,114.95,86.73,60.28,37.27,19.53,7.96,2.33,0.45,0.05,0.00
Afghanistan,Male,1991,1091.67,821.81,695.72,586.38,469.27,363.43,288.81,235.83,197.74,173.86,140.75,110.89,83.29,55.91,32.91,16.40,6.23,1.72,0.29,0.03,0.00
Afghanistan,Female,1992,1188.21,893.34,744.76,635.19,527.31,430.87,350.16,284.26,238.00,206.81,160.21,128.55,97.10,67.78,42.08,22.07,9.03,2.64,0.50,0.06,0.00
Afghanistan,Male,1992,1236.63,928.29,774.81,656.65,528.39,409.74,323.06,262.76,216.82,192.66,155.58,123.21,92.29,62.86,36.98,18.44,7.06,1.92,0.33,0.03,0.00
Afghanistan,Female,1993,1390.96,1045.16,857.90,733.89,610.85,499.96,406.17,329.55,270.46,240.81,184.94,148.60,112.47,78.87,49.24,25.89,10.64,3.11,0.60,0.07,0.00
Afghanistan,Male,1993,1448.85,1086.55,892.60,759.96,615.40,478.65,374.83,303.53,248.42,219.55,178.59,141.95,106.00,73.13,43.15,21.54,8.30,2.23,0.39,0.04,0.00
Afghanistan,Female,1994,1548.23,1163.73,938.96,804.04,671.74,550.78,447.43,362.80,293.50,263.98,203.76,162.72,123.59,87.07,54.71,28.89,11.93,3.49,0.67,0.07,0.00
Afghanistan,Male,1994,1613.97,1210.58,976.90,834.03,680.63,531.67,413.87,333.23,271.13,236.77,195.17,155.13,115.74,80.56,47.89,23.94,9.29,2.48,0.43,0.04,0.00
Afghanistan,Female,1995,1657.59,1248.02,991.69,846.83,710.51,583.69,474.25,384.40,310.01,274.25,217.13,171.22,130.54,92.42,58.45,31.00,12.86,3.77,0.72,0.08,0.00
Afghanistan,Male,1995,1729.51,1299.20,1031.58,879.53,723.41,568.18,440.40,352.22,285.69,244.68,205.57,162.81,121.68,85.14,51.12,25.61,9.98,2.66,0.46,0.04,0.00
Afghanistan,Female,1996,1737.08,1312.50,1031.81,873.54,736.20,606.32,492.93,399.32,322.75,277.09,227.65,176.55,135.28,96.15,61.18,32.62,13.60,4.00,0.77,0.09,0.00
Afghanistan,Male,1996,1814.26,1367.28,1073.23,908.31,753.12,595.52,460.61,365.50,296.25,247.35,212.38,167.39,125.62,88.07,53.54,26.89,10.51,2.81,0.48,0.05,0.00
Afghanistan,Female,1997,1811.67,1378.18,1076.29,898.64,760.90,628.39,511.57,414.12,334.65,279.97,238.42,181.68,140.12,99.78,63.85,34.24,14.34,4.23,0.81,0.09,0.01
Afghanistan,Male,1997,1894.36,1436.70,1119.61,935.05,781.43,622.50,481.78,379.07,306.31,250.93,218.43,171.70,129.61,90.70,55.97,28.14,11.04,2.98,0.50,0.05,0.00
Afghanistan,Female,1998,1882.94,1447.76,1126.51,924.60,785.86,651.03,530.98,429.66,346.97,283.68,248.75,187.45,145.00,103.47,66.52,35.90,15.09,4.48,0.86,0.10,0.01
Afghanistan,Male,1998,1971.63,1510.31,1172.24,962.18,809.15,649.71,504.35,393.68,316.63,256.56,222.83,176.26,133.69,93.25,58.36,29.42,11.57,3.15,0.52,0.05,0.00
Afghanistan,Female,1999,1955.10,1524.14,1184.28,954.49,812.50,675.80,552.26,446.87,360.63,290.12,257.63,194.92,150.00,107.47,69.41,37.71,15.93,4.76,0.91,0.10,0.01
Afghanistan,Male,1999,2050.58,1590.94,1233.06,993.16,838.26,678.91,529.41,410.54,328.25,264.18,226.77,181.82,138.02,96.19,60.77,30.86,12.17,3.33,0.55,0.05,0.00
Afghanistan,Female,2000,1972.34,1562.04,1213.90,962.92,817.56,683.11,559.40,452.76,365.26,292.77,255.76,198.62,150.98,108.65,70.54,38.59,16.39,4.92,0.94,0.11,0.01
Afghanistan,Male,2000,2072.15,1631.30,1264.71,1001.79,845.14,690.53,541.51,418.02,331.90,266.23,223.98,183.18,138.62,96.82,61.48,31.56,12.48,3.43,0.57,0.06,0.00
Afghanistan,Female,2001,1971.78,1587.42,1236.34,969.89,816.26,685.29,562.71,455.75,367.47,295.19,249.98,201.82,150.84,109.16,71.17,39.20,16.75,5.05,0.97,0.11,0.01
Afghanistan,Male,2001,2074.65,1658.85,1288.89,1008.93,845.01,696.40,549.99,423.66,333.64,267.45,219.15,183.35,138.09,96.88,61.63,32.07,12.70,3.51,0.58,0.06,0.00
Afghanistan,Female,2002,2084.71,1702.55,1333.33,1039.36,862.72,727.74,599.26,486.05,391.64,314.50,259.67,217.27,159.69,116.43,76.10,42.19,18.15,5.50,1.06,0.12,0.01
Afghanistan,Male,2002,2196.14,1780.69,1390.86,1081.39,894.17,742.83,591.00,455.58,355.80,284.31,228.70,193.91,145.74,102.93,65.39,34.57,13.72,3.80,0.63,0.06,0.00
Afghanistan,Female,2003,2226.73,1840.42,1454.20,1129.80,922.60,781.16,645.20,524.30,422.33,338.93,273.87,235.60,171.53,125.55,82.30,45.89,19.88,6.05,1.18,0.13,0.01
Afghanistan,Male,2003,2347.67,1927.00,1517.81,1175.97,957.11,800.29,641.54,495.98,384.42,305.82,243.56,205.94,155.90,110.73,70.17,37.64,14.99,4.16,0.70,0.06,0.00
Afghanistan,Female,2004,2290.11,1914.63,1531.49,1188.19,953.07,808.28,670.31,545.81,439.67,352.64,280.46,244.35,178.77,130.28,85.81,48.12,21.00,6.43,1.26,0.14,0.01
Afghanistan,Male,2004,2415.26,2007.68,1599.24,1237.45,989.23,830.69,671.63,521.56,401.65,317.67,251.35,210.09,161.31,114.74,72.71,39.39,15.83,4.40,0.75,0.07,0.00
Afghanistan,Female,2005,2334.00,1972.15,1600.74,1248.02,992.18,840.64,699.16,569.21,457.72,366.37,289.89,248.36,186.50,134.30,88.93,50.22,22.14,6.89,1.42,0.23,0.02
Afghanistan,Male,2005,2461.38,2071.39,1672.08,1299.59,1028.76,865.47,705.29,550.00,421.04,330.23,260.11,212.89,166.72,118.26,75.19,41.04,16.78,4.78,0.91,0.18,0.02
Afghanistan,Female,2006,2391.22,2037.94,1678.11,1316.97,1044.89,880.57,734.48,597.91,479.94,383.17,303.38,251.94,196.44,139.25,92.77,52.70,23.46,7.41,1.60,0.31,0.05
Afghanistan,Male,2006,2521.26,2143.53,1753.67,1371.01,1081.74,907.13,744.78,583.76,445.27,345.96,271.92,216.74,173.44,122.52,78.32,42.93,17.89,5.20,1.08,0.27,0.05
Afghanistan,Female,2007,2433.07,2095.07,1745.91,1353.55,1043.60,865.27,730.34,600.91,486.22,389.95,309.95,251.78,204.15,142.50,95.66,54.36,24.14,7.40,1.31,0.15,0.04
Afghanistan,Male,2007,2565.48,2206.52,1826.71,1413.47,1084.37,894.25,743.64,590.37,452.70,350.39,275.74,216.44,176.22,124.36,79.94,43.53,18.11,4.89,0.69,0.13,0.04
Afghanistan,Female,2008,2459.39,2151.04,1813.63,1404.15,1057.27,856.32,729.69,606.45,494.51,398.25,317.46,252.81,211.76,146.54,98.81,56.26,25.00,7.56,1.19,0.07,0.04
Afghanistan,Male,2008,2593.10,2267.60,1899.90,1469.36,1102.02,887.37,745.72,599.70,463.13,356.92,280.59,218.51,178.06,126.79,81.92,44.36,18.54,4.80,0.47,0.09,0.04
Afghanistan,Female,2009,2486.08,2208.95,1884.70,1488.20,1121.97,889.28,757.31,631.22,515.33,414.75,330.31,258.81,219.64,152.95,102.73,58.90,26.43,8.18,1.45,0.12,0.04
Afghanistan,Male,2009,2620.55,2329.33,1976.69,1556.19,1168.83,921.46,776.32,629.31,487.99,373.43,291.73,225.66,181.74,131.47,85.16,46.25,19.67,5.33,0.69,0.13,0.04
Afghanistan,Female,2010,2513.76,2260.41,1949.41,1563.05,1173.42,910.09,773.10,648.65,531.68,428.65,341.67,267.00,223.18,159.90,106.17,61.24,27.67,8.62,1.53,0.07,0.02
Afghanistan,Male,2010,2649.15,2383.65,2047.83,1634.95,1223.88,943.84,794.75,650.94,508.35,387.69,301.12,232.43,183.61,135.79,87.76,47.83,20.45,5.60,0.71,0.03,0.03
Afghanistan,Female,2011,2545.84,2314.71,2014.96,1652.37,1253.10,959.52,804.77,676.71,555.25,447.42,356.17,278.86,225.97,168.45,110.18,64.07,29.21,9.28,1.79,0.20,0.04
Afghanistan,Male,2011,2681.47,2440.61,2119.32,1727.07,1305.63,994.42,828.92,683.38,536.81,408.24,314.37,242.44,186.49,141.21,90.99,50.00,21.57,6.17,0.97,0.17,0.04
Afghanistan,Female,2012,2586.52,2372.02,2080.11,1744.42,1349.17,1027.99,845.68,711.18,583.21,469.45,372.81,291.56,229.97,177.91,114.62,67.31,30.92,10.04,2.10,0.34,0.06
Afghanistan,Male,2012,2722.00,2500.37,2189.99,1821.86,1402.94,1063.87,871.95,722.08,570.12,433.19,330.30,253.71,191.26,146.87,94.64,52.56,22.85,6.86,1.28,0.32,0.08
Afghanistan,Female,2013,2648.39,2411.76,2140.67,1818.81,1430.07,1086.63,876.26,738.49,606.99,489.22,388.23,303.41,233.99,186.50,119.17,70.33,32.45,10.62,2.23,0.33,0.06
Afghanistan,Male,2013,2784.64,2541.53,2255.62,1900.87,1486.21,1124.10,904.03,752.76,598.74,456.21,345.03,263.80,196.71,150.69,98.01,54.82,23.83,7.27,1.36,0.26,0.08
Afghanistan,Female,2014,2727.90,2441.86,2199.40,1892.82,1521.09,1158.32,914.46,769.50,633.80,511.16,405.26,316.40,240.20,193.80,124.72,73.35,34.10,11.28,2.44,0.40,0.07
Afghanistan,Male,2014,2865.57,2572.48,2318.01,1979.98,1578.95,1197.31,943.30,786.80,630.39,482.12,362.07,275.10,203.81,154.19,101.95,57.20,24.98,7.77,1.53,0.31,0.08
Afghanistan,Female,2015,2804.35,2475.84,2251.93,1952.59,1596.26,1219.49,946.45,793.83,656.82,530.91,421.10,328.78,248.92,197.57,130.85,76.06,35.58,11.81,2.52,0.35,0.06
Afghanistan,Male,2015,2943.52,2607.43,2373.38,2046.19,1656.54,1260.17,975.75,813.24,657.38,505.75,378.25,285.53,211.08,156.50,105.75,59.18,25.93,8.06,1.53,0.23,0.07
Afghanistan,Female,2016,2876.92,2505.36,2302.70,2001.06,1652.97,1267.83,973.16,810.55,675.18,548.12,435.64,340.35,258.53,199.20,137.34,78.57,36.93,12.22,2.48,0.22,0.03
Afghanistan,Male,2016,3017.71,2637.20,2426.85,2101.68,1716.93,1310.41,1002.77,831.26,678.82,526.59,393.50,295.03,218.18,157.76,109.13,60.77,26.67,8.13,1.37,0.06,0.04
Afghanistan,Female,2017,2943.32,2540.43,2357.07,2058.20,1718.86,1330.11,1013.64,832.10,696.90,567.80,452.22,353.33,268.58,201.87,144.59,81.49,38.62,12.79,2.58,0.20,0.02
Afghanistan,Male,2017,3085.42,2672.05,2483.52,2164.01,1784.66,1372.86,1042.86,853.32,703.07,549.97,411.60,306.22,225.92,160.43,112.59,62.66,27.69,8.39,1.40,0.05,0.02
Afghanistan,Female,2018,3002.11,2601.05,2396.33,2116.84,1783.31,1397.69,1061.36,855.31,719.29,588.29,469.72,367.12,279.30,205.57,151.76,84.96,40.47,13.45,2.74,0.23,0.01
Afghanistan,Male,2018,3145.25,2733.28,2524.07,2226.27,1849.37,1438.53,1089.03,875.75,727.01,573.76,431.09,318.38,234.17,164.68,115.29,64.82,28.84,8.73,1.49,0.06,0.01
Afghanistan,Female,2019,3059.16,2677.14,2425.04,2174.68,1846.56,1469.81,1115.78,881.29,742.14,609.70,488.05,381.68,290.67,210.95,157.70,89.10,42.27,14.17,2.93,0.27,0.01
Afghanistan,Male,2019,3203.23,2810.56,2553.50,2286.66,1914.06,1508.32,1141.88,900.47,750.91,598.27,451.92,331.81,243.04,170.03,117.59,67.30,30.03,9.14,1.61,0.09,0.01
